x,y,z
-1.005172729492187500e-02,-4.857986569404602051e-01,-2.403411827981472015e-02
1.579132117331027985e-02,-4.816108644008636475e-01,-2.307662926614284515e-02
-2.530593983829021454e-02,-4.972244203090667725e-01,-5.173110961914062500e-02
-7.194519275799393654e-04,-4.937545955181121826e-01,-6.046524271368980408e-02
1.777649013092741370e-04,-4.651001095771789551e-01,4.081726074218750000e-03
1.613616943359375000e-03,-4.427276551723480225e-01,-7.644653669558465481e-04
5.838394165039062500e-02,-3.814117610454559326e-01,3.859863430261611938e-02
-5.581436306238174438e-02,-4.292678833007812500e-01,-1.207641586661338806e-01
4.001846536993980408e-02,-4.097068905830383301e-01,-2.780303917825222015e-02
-4.516601562500000000e-02,-4.735351502895355225e-01,-2.546997182071208954e-02
-3.092880360782146454e-02,-5.395172238349914551e-01,-4.317703470587730408e-02
-5.385589785873889923e-03,-5.133163332939147949e-01,-4.299774393439292908e-02
-3.655166551470756531e-02,-5.314415097236633301e-01,-5.496139451861381531e-02
-3.613357618451118469e-02,-5.064361691474914551e-01,-9.736633859574794769e-03
-1.663208007812500000e-02,-4.682113826274871826e-01,1.000366266816854477e-02
-5.342102050781250000e-02,-4.506240785121917725e-01,-5.256881937384605408e-02
-3.918457031250000000e-02,-4.880714416503906250e-01,-4.634704813361167908e-02
-1.597366295754909515e-02,-4.885505735874176025e-01,-5.986709520220756531e-02
-3.613357618451118469e-02,-4.961471557617187500e-01,-2.965774573385715485e-02
-2.321167103946208954e-02,-4.516410827636718750e-01,4.201507661491632462e-03
-4.014129564166069031e-02,-4.589988887310028076e-01,-2.331619337201118469e-02
-4.779815673828125000e-02,-4.439239501953125000e-01,-2.977752825245261192e-03
-1.076965313404798508e-02,-4.561874568462371826e-01,-3.067398071289062500e-02
-4.905471950769424438e-02,-4.533760249614715576e-01,-9.892959892749786377e-02
-5.922393873333930969e-02,-4.509826600551605225e-01,1.562728919088840485e-02
-6.317215412855148315e-02,-4.636047482490539551e-01,5.523681757040321827e-04
-4.062042385339736938e-02,-4.704246520996093750e-01,-5.902938917279243469e-02
-1.124801672995090485e-02,-4.469749629497528076e-01,-2.708511427044868469e-02
-3.888473659753799438e-02,-4.417709410190582275e-01,2.166900597512722015e-02
-4.708022996783256531e-02,-4.455986022949218750e-01,-4.162139818072319031e-02
-5.923462100327014923e-03,-4.795768857002258301e-01,-6.225967407226562500e-02
-6.317215412855148315e-02,-4.699462950229644775e-01,3.723144473042339087e-04
-5.276336893439292908e-02,-4.824485778808593750e-01,-6.034545972943305969e-02
-4.905471950769424438e-02,-5.226478576660156250e-01,-1.160980239510536194e-01
-2.458801306784152985e-02,-4.802353084087371826e-01,3.543090773746371269e-03
-8.496093563735485077e-03,-5.136749148368835449e-01,-1.422348059713840485e-02
-2.901458740234375000e-02,-4.344123899936676025e-01,8.196792751550674438e-02
-6.209564208984375000e-02,-3.953498899936676025e-01,6.623535603284835815e-02
-3.828659281134605408e-02,-3.603546321392059326e-01,-2.724693417549133301e-01
-8.973236382007598877e-02,-4.540939331054687500e-01,-1.087402328848838806e-01
-7.244415581226348877e-02,-4.905242919921875000e-01,-5.520096048712730408e-02
-4.199523851275444031e-02,-4.964462220668792725e-01,-6.752395629882812500e-02
-5.019149929285049438e-02,-4.966858029365539551e-01,-1.392440777271986008e-02
-1.633300818502902985e-02,-5.093078613281250000e-01,-3.814697265625000000e-03
-4.408950731158256531e-02,-5.097870230674743652e-01,-7.787247002124786377e-02
-5.144729837775230408e-02,-4.846023619174957275e-01,-1.062774681486189365e-03
-3.870544582605361938e-02,-4.862770140171051025e-01,-4.281768947839736938e-02
-3.248443827033042908e-02,-4.711425900459289551e-01,-4.580917581915855408e-02
