x,y,z
-1.915741013363003731e-03,-4.796371459960937500e-01,-6.979675590991973877e-02
6.818389985710382462e-03,-4.814910888671875000e-01,-9.133224934339523315e-02
9.091186337172985077e-03,-4.823288023471832275e-01,-9.067459404468536377e-02
-1.501693762838840485e-02,-4.783805906772613525e-01,-7.171096652746200562e-02
-7.000732701271772385e-03,-4.851402342319488525e-01,-8.259887993335723877e-02
9.552002302370965481e-04,-4.688690304756164551e-01,-8.463211357593536377e-02
-1.213073774124495685e-04,-4.664764404296875000e-01,-9.773331135511398315e-02
-1.041030883789062500e-02,-4.771247804164886475e-01,-8.307724446058273315e-02
-7.837677374482154846e-03,-4.804740846157073975e-01,-7.326660305261611938e-02
-2.057952992618083954e-02,-4.901657104492187500e-01,-1.332069486379623413e-01
-9.453582577407360077e-03,-4.782615602016448975e-01,-5.723419412970542908e-02
-1.854629628360271454e-02,-4.776031672954559326e-01,-8.558960258960723877e-02
-3.332138061523437500e-02,-4.677925109863281250e-01,-9.743423759937286377e-02
-9.393311105668544769e-03,-4.648010432720184326e-01,-1.207641586661338806e-01
3.146438673138618469e-02,-4.529571533203125000e-01,-1.379325836896896362e-01
1.387710589915513992e-02,-4.417106807231903076e-01,-1.450515836477279663e-01
-1.417922973632812500e-02,-4.622886776924133301e-01,-1.280624419450759888e-01
-1.782836951315402985e-02,-4.749115109443664551e-01,-1.392486542463302612e-01
-9.453582577407360077e-03,-4.546913206577301025e-01,-1.468460112810134888e-01
-1.752929762005805969e-02,-4.384208619594573975e-01,-1.319503784179687500e-01
-7.778167724609375000e-03,-4.557685852050781250e-01,-1.469657868146896362e-01
-1.078796456567943096e-03,-4.800552427768707275e-01,-1.294380277395248413e-01
-2.087936364114284515e-02,-4.489494264125823975e-01,-1.152603179216384888e-01
-9.632873348891735077e-03,-4.637847840785980225e-01,-1.366165131330490112e-01
1.668853871524333954e-02,-4.447021484375000000e-01,-1.457695066928863525e-01
-5.924224853515625000e-03,-4.690490663051605225e-01,-1.189697310328483582e-01
-1.711044274270534515e-02,-4.689292907714843750e-01,-1.221397444605827332e-01
-8.795166388154029846e-03,-4.659378230571746826e-01,-1.379325836896896362e-01
-2.698059193789958954e-02,-4.718604981899261475e-01,-1.436752378940582275e-01
-3.517608717083930969e-02,-4.904647767543792725e-01,-1.366165131330490112e-01
-2.506637573242187500e-02,-4.806541502475738525e-01,-1.174140945076942444e-01
-1.005172729492187500e-02,-4.635452330112457275e-01,-1.355995237827301025e-01
-1.340179424732923508e-02,-4.771247804164886475e-01,-7.524032890796661377e-02
-3.194580227136611938e-02,-4.699462950229644775e-01,-1.159782409667968750e-01
